"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.586806220E0,-3.152512759E-2,3.687322140E-2,1.006011963E-1
2.596806220E0,5.572505295E-3,1.602518559E-2,3.095149994E-2
2.606806220E0,3.620900959E-2,4.763722420E-3,-1.953601837E-2
2.616806220E0,1.127506420E-2,-2.525460720E-2,2.579212189E-2
2.636806186E0,3.137589246E-2,-4.580128193E-2,3.311443329E-2
2.646806186E0,5.398140103E-2,-4.973506927E-2,1.146211624E-1
2.656806186E0,1.997351646E-2,-7.594764233E-2,7.870483398E-2
2.666806186E0,-1.205847040E-2,-5.942833424E-2,4.034328461E-2
2.676806186E0,-4.782682285E-2,-6.682717800E-2,-5.786132812E-2
2.686806186E0,-1.435578614E-2,-3.201782703E-2,-3.614330292E-2
2.696806186E0,-3.288267925E-2,2.529978752E-2,5.514049530E-2
2.706806186E0,-2.512267604E-2,4.845499992E-2,6.014633179E-2
2.716806186E0,1.196333766E-2,5.083370209E-2,5.775833130E-2
2.726806186E0,1.070957631E-2,4.198741913E-2,8.866786957E-2
2.736806186E0,2.534914017E-2,8.493375778E-2,5.481243134E-2
2.746806186E0,3.463160247E-2,6.660521030E-2,2.794933319E-2
2.756806186E0,3.360515088E-2,8.393573761E-2,-8.528709412E-3
2.766806186E0,1.726246625E-2,6.978809834E-2,-2.111339569E-2
2.776806186E0,9.290650487E-3,1.313233376E-2,5.495834351E-2
2.786806186E0,-8.735239506E-3,3.708910942E-2,8.814430237E-2
2.796806186E0,-1.139978319E-2,3.312277794E-2,9.750175476E-2
2.806806186E0,-3.434848040E-2,3.860151768E-2,4.459953308E-2
2.816806186E0,3.853898495E-3,1.493906975E-2,1.798629761E-2
2.826806186E0,-6.196953356E-3,1.307523251E-2,4.647064209E-2
2.836806186E0,-4.241667315E-2,4.855036736E-3,2.718162537E-2
2.846806186E0,-1.039133966E-2,-1.006269455E-2,1.753711700E-2
2.856806186E0,-2.451291308E-2,-7.050371170E-2,7.013511658E-2
2.866806186E0,-1.033486053E-2,-7.283449173E-2,7.253646851E-2
2.886806152E0,3.161310032E-2,-6.127583981E-2,-1.817893982E-2
2.896806152E0,2.281531505E-2,-9.752166271E-2,2.518939972E-2
2.906806152E0,1.483388990E-2,-9.415268898E-2,4.238319397E-2
2.916806152E0,8.535515517E-3,-9.914541245E-2,9.564876556E-2
2.926806152E0,7.774431258E-3,-3.117477894E-2,7.484912872E-2
2.936806152E0,3.415142000E-2,-1.685297489E-2,-1.138687134E-3
2.946806152E0,3.564012796E-2,-1.621043682E-2,2.798938751E-2
2.956806152E0,6.610173732E-3,4.758834839E-4,1.152420044E-2
2.966806152E0,1.161963865E-2,7.477760315E-3,-2.556800842E-3
2.976806152E0,1.021543518E-2,4.774391651E-2,6.952476501E-2
2.986806152E0,9.205672890E-3,6.591451168E-2,1.008338928E-1
2.996806152E0,2.086805180E-2,4.474163055E-2,7.215213776E-2
3.006806152E0,2.773761004E-2,1.573812962E-2,5.535411835E-2
3.016806152E0,1.961710304E-2,4.390370846E-2,2.894020081E-2
3.026806152E0,1.336428896E-2,4.281163216E-2,1.681613922E-2
3.036806152E0,1.404471137E-2,-1.133668423E-2,4.295063019E-2
3.046806152E0,-2.066612244E-3,1.219081879E-2,5.007171631E-2
3.056806152E0,1.864075661E-3,2.178120613E-2,4.288768768E-2
3.066806152E0,-1.564589515E-2,2.220213413E-2,3.336429596E-2
3.076806185E0,-8.489307016E-3,-6.266832352E-3,2.621650696E-2
